644,Harry Nilsson and Tom Pierson
645,Louis Bellson and Will Irwin
646,Bryan Adams and Jim Vallance
647,Neil Berg
648,Mel Brooks
649,Al Carmines
650,Burt Bacharach
651,Barbara Damashek
652,Pete Townshend
653,Owen Murphy and Albert Gumble
654,Don Tucker
655,Dan Studney
656,Jonathan Larson
657,Terrance Zdunich and Darren Smith
658,Ívar Páll Jónsson
659,John Jennings
660,James V. Monaco and Victor Schertzinger
661,Jimmy Van Heusen and D. Costa
662,Leslie Bricusse and Anthony Newley
663,Robert Waldman
664,Richard O'Brien
665,Keith Herrmann
666,Gerard Présgurvic
667,George Gershwin and Sigmund Romberg
668,Rudolf Friml and Herbert Stothart
669,David Newman
670,"Charles Wolcott, Edward H. Plumb and Paul J. Smith"
671,Peter Link and C.C. Courtney
672,Bronislaw Kaper and Walter Jurmann
673,Mbongeni Ngema
674,Bee Gees
675,Jonathan Croose and Robin Forrest
676,Dave Dreyer and Billy Rose
677,David Pomeranz and David Friedman
678,Leslie Bricusse
679,Frédérick Desroches
680,Leon Carr
681,Brad Alexander
682,Liza Lehmann
683,"Gene de Paul, Al Kasha and Joel Hirschhorn"
684,George Kleinsinger
685,Richard Hartley and Richard O'Brien
686,"Adrian Huge, Martyn Jacques and Adrian Stout"
687,"Stephen Sondheim, Leonard Bernstein, Mary Rodgers, Richard Rodgers and Jule Styne"
688,Jay Gruska
689,Joby Talbot
690,Ernest Irving
691,Roger Holman and Simon May
692,Connie Ray
693,Jerry Leiber and Mike Stoller
694,Frank Churchill
695,"Guo Sai Cheung, Dick Lee, Iskandar Ismail and Lam Ming Yeung"
696,Petula Clark
697,Wayne Kirkpatrick and Karey Kirkpatrick
698,Edvard Grieg
699,Stanley Clarke
700,Trey Parker and Marc Shaiman
701,"John Du Prez, Eric Idle and Neil Innes"
702,"Bono, The Edge"
703,James Valcq
704,Duncan Sheik
705,Michel Berger
706,Barry Keating
707,Dolby Digital
708,Cory McAbee
709,Neil Bartram
710,Richard Hartley
711,Davies
712,Craig Reid and Charlie Reid
713,Gentry Warden and Arthur Sullivan
714,"Boy George, Kevan Frost, John Themis and Richie Stevens"
715,Raymond Fox
716,Ulf Dageby
717,Phil Collins
718,Stephen James Taylor
719,Patrick Leonard
720,Tenacious D
721,Simon R Holt
722,"Harry Connick, Jr."
723,"Edward H. Plumb, Paul J. Smith and Charles Wolcott"
724,Ralph Blane
725,George Forrest and Robert Wright
726,Laurence Mark Wythe
727,Rod Stewart
728,Jeff Blim
729,Marshall Pailet
730,Jeffrey Stock
731,Chris Miller
732,Giles Howe and Katy Lipson
733,A.J. Holmes
734,Galt McDermot
735,Mark Hollmann
736,Jason Robert Brown and Jeff Blumenkrantz
737,Clark Gesner
738,Ben Ratskoff
739,Kyle Jarrow
740,Henry Mancini and Frank Wildhorn
741,Fernando López Rossi and Diego Grimblat
742,Jeremy Taylor
743,Sara Bareilles
744,Andrew Rohn
745,Queen
746,Steve Nieve
747,H. Maurice Jacquet
748,Jessica Fogle
749,James Allan Krause
750,Ervin Drake and Budd Schulberg
751,Mark Charlap
752,Walter Donaldson
753,Nola York
754,William Perry
755,Charlie Smalls and Luther Vandross
756,Harold Arlen and Andrew Lloyd Webber
757,Joe Raposo
758,James Patrick Doyle
759,Jeff Lynne and John Farrar
760,Robert Reale
761,The Beatles and George Martin
762,Michel Legrand and Alan Bergman
763,Pelle Bolander and Raymund van Santen
764,Clark Gesner and Andrew Lippa
765,Hal Hester and Danny Apolinar
766,Tim Acito
767,Dave Stamper
768,George Posford
769,Peter Tranchell
